car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_price,price_per_km,engine_per_seat
Maruti Alto,Maruti,Alto,16,100000,Individual,Petrol,Manual,19.7,796,46.3,5,100000,11.51293546492023,1.0,159.2
Tata Hexa,Tata,Hexa,4,50000,Individual,Diesel,Automatic,17.6,2179,153.86,7,1223000,14.016818232330463,24.46,311.2857142857143
Honda Civic,Honda,Civic,14,20000,Individual,Petrol,Manual,13.5,1799,130.0,5,265000,12.487488878546145,13.25,359.8
Mahindra Scorpio,Mahindra,Scorpio,7,113000,Dealer,Diesel,Manual,15.4,2523,75.0,7,685000,13.437175577097312,6.061946902654867,360.42857142857144
Honda Jazz,Honda,Jazz,5,49000,Dealer,Petrol,Manual,18.7,1199,88.7,5,575000,13.26212705890841,11.73469387755102,239.8
Volkswagen Vento,Volkswagen,Vento,8,45000,Dealer,Petrol,Automatic,14.4,1598,103.6,5,465000,13.049794835104816,10.333333333333334,319.6
Maruti Celerio,Maruti,Celerio,4,20000,Individual,CNG,Manual,31.79,998,58.33,5,475000,13.07107218827772,23.75,199.6
Volkswagen Polo,Volkswagen,Polo,5,29200,Dealer,Petrol,Automatic,17.21,1197,103.5,5,790000,13.579789490265188,27.054794520547944,239.4
Audi A4,Audi,A4,9,60000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1045000,13.85952840031839,17.416666666666668,393.6
Nissan Kicks,Nissan,Kicks,2,10000,Individual,Diesel,Manual,19.39,1461,108.49,0,1154000,13.958745592600932,115.4,inf
Maruti Swift,Maruti,Swift,5,54000,Dealer,Diesel,Manual,28.4,1248,74.0,5,610000,13.321215875492413,11.296296296296296,249.6
Skoda Rapid,Skoda,Rapid,7,65598,Dealer,Diesel,Manual,21.14,1498,103.6,5,465000,13.049794835104816,7.088630750937528,299.6
Maruti Alto,Maruti,Alto,12,80000,Individual,Petrol,Manual,19.7,796,46.3,5,125000,11.736077016252437,1.5625,159.2
Maruti Wagon R,Maruti,Wagon R,8,55000,Dealer,CNG,Manual,26.6,998,58.16,5,265000,12.487488878546145,4.818181818181818,199.6
Maruti Ertiga,Maruti,Ertiga,5,40000,Individual,Diesel,Manual,24.52,1248,88.5,7,810000,13.60479076121576,20.25,178.28571428571428
Skoda Rapid,Skoda,Rapid,8,45000,Individual,Petrol,Manual,15.0,1598,103.6,5,625000,13.345508528717259,13.88888888888889,319.6
Honda Amaze,Honda,Amaze,8,80000,Individual,Diesel,Manual,25.8,1498,98.6,5,420000,12.948012371209098,5.25,299.6
Honda City,Honda,City,6,110000,Individual,Diesel,Manual,25.1,1498,98.6,5,730000,13.500801182986649,6.636363636363637,299.6
Honda CR-V,Honda,CR-V,14,152358,Dealer,Petrol,Automatic,10.1,2354,152.0,5,600000,13.304686600863562,3.938093175284527,470.8
Honda City,Honda,City,7,80633,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,13.26212705890841,7.131075366165217,299.6
Toyota Innova,Toyota,Innova,4,74030,Dealer,Diesel,Manual,13.68,2393,147.51,7,1150000,13.955273369904273,15.534242874510333,341.85714285714283
Mahindra Thar,Mahindra,Thar,2,5000,Dealer,Diesel,Manual,16.55,2498,105.0,6,975000,13.790193775620484,195.0,416.3333333333333
Maruti Wagon R,Maruti,Wagon R,6,25000,Individual,Petrol,Manual,20.51,998,67.04,5,400000,12.899222326086994,16.0,199.6
Maruti Swift Dzire,Maruti,Swift Dzire,8,80000,Individual,Diesel,Manual,23.4,1248,74.0,5,475000,13.07107218827772,5.9375,249.6
Hyundai i10,Hyundai,i10,10,74703,Dealer,Petrol,Automatic,16.95,1197,78.9,5,400000,12.899222326086994,5.3545373010454735,239.4
Maruti Celerio,Maruti,Celerio,6,10000,Individual,Petrol,Automatic,23.1,998,67.04,5,410000,12.923914877701906,41.0,199.6
Hyundai i20,Hyundai,i20,3,10000,Individual,Petrol,Automatic,17.4,1197,81.86,5,750000,13.527829818844937,75.0,239.4
Maruti Wagon R,Maruti,Wagon R,11,150821,Individual,Petrol,Manual,18.9,998,67.1,5,160000,11.982935344196433,1.0608602250349752,199.6
Toyota Innova,Toyota,Innova,9,198000,Dealer,Diesel,Manual,12.8,2494,102.0,7,1125000,13.933294482509151,5.681818181818182,356.2857142857143
Hyundai i20,Hyundai,i20,4,18000,Dealer,Petrol,Manual,18.6,1197,81.83,5,725000,13.493928313146206,40.27777777777778,239.4
Ford Ecosport,Ford,Ecosport,7,71425,Dealer,Diesel,Manual,22.7,1498,89.84,5,571000,13.255146239950099,7.994399719985999,299.6
Ford Figo,Ford,Figo,9,48000,Dealer,Petrol,Manual,15.6,1196,70.0,5,295000,12.59473402514672,6.145833333333333,239.2
Skoda Octavia,Skoda,Octavia,14,120000,Individual,Diesel,Manual,18.7,1896,66.0,5,271000,12.509877789891931,2.2583333333333333,379.2
Honda City,Honda,City,10,130000,Dealer,Petrol,Manual,17.0,1497,118.0,5,350000,12.765691290604371,2.6923076923076925,299.4
Hyundai i20,Hyundai,i20,5,20000,Dealer,Petrol,Manual,17.0,1197,80.0,5,615000,13.329379172803593,30.75,239.4
Hyundai Creta,Hyundai,Creta,6,13000,Dealer,Petrol,Manual,15.29,1591,121.3,5,950000,13.76421831620775,73.07692307692308,318.2
Ford Ecosport,Ford,Ecosport,3,20000,Individual,Diesel,Manual,23.0,1498,98.96,5,999000,13.81451105863119,49.95,299.6
Skoda Octavia,Skoda,Octavia,5,30000,Dealer,Petrol,Automatic,14.7,1798,177.5,5,1050000,13.864301674514206,35.0,359.6
Maruti Swift Dzire,Maruti,Swift Dzire,6,19238,Trustmark Dealer,Petrol,Manual,20.85,1197,83.14,5,490000,13.102162710901053,25.47042312090654,239.4
Maruti Swift,Maruti,Swift,3,38815,Dealer,Diesel,Automatic,28.4,1248,74.0,5,775000,13.560619598657233,19.96650779337885,249.6
Skoda Superb,Skoda,Superb,10,71000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,465000,13.049794835104816,6.549295774647887,359.6
Maruti Alto,Maruti,Alto,7,56641,Dealer,Petrol,Manual,22.05,796,47.3,5,185000,12.128116509451258,3.266185272152681,159.2
Maruti Swift Dzire,Maruti,Swift Dzire,7,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,465000,13.049794835104816,5.166666666666667,249.6
Maruti Wagon R,Maruti,Wagon R,9,70000,Individual,Petrol,Manual,18.9,998,67.1,5,210000,12.25486757159303,3.0,199.6
Maruti Swift Dzire,Maruti,Swift Dzire,4,30000,Dealer,Diesel,Manual,28.4,1248,74.02,5,650000,13.384729180332174,21.666666666666668,249.6
Hyundai Santro,Hyundai,Santro,11,50503,Dealer,Petrol,Manual,17.92,1086,62.1,5,190000,12.154784614286667,3.762152743401382,217.2
Maruti Swift Dzire,Maruti,Swift Dzire,6,50000,Individual,Diesel,Manual,26.59,1248,74.0,5,475000,13.07107218827772,9.5,249.6
Maruti Ertiga,Maruti,Ertiga,7,36000,Dealer,Petrol,Manual,16.02,1373,93.7,7,645000,13.377007146164305,17.916666666666668,196.14285714285714
Renault KWID,Renault,KWID,7,40000,Individual,Petrol,Manual,25.17,799,53.3,5,250000,12.429220196836383,6.25,159.8
Honda City,Honda,City,4,120000,Individual,Diesel,Manual,26.0,1498,98.6,5,750000,13.527829818844937,6.25,299.6
Mahindra Scorpio,Mahindra,Scorpio,4,70000,Individual,Diesel,Manual,15.4,2179,120.0,7,900000,13.710151153416941,12.857142857142858,311.2857142857143
Mahindra XUV500,Mahindra,XUV500,5,40000,Individual,Diesel,Automatic,16.0,1997,140.0,7,1100000,13.910821646859095,27.5,285.2857142857143
BMW 3,BMW,3,9,91000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1100000,13.910821646859095,12.087912087912088,399.0
Hyundai i20,Hyundai,i20,4,20000,Individual,Petrol,Manual,18.6,1197,81.83,5,600000,13.304686600863562,30.0,239.4
Maruti Wagon R,Maruti,Wagon R,6,33860,Individual,Petrol,Manual,20.51,998,67.04,5,325000,12.691583538230217,9.598346131128174,199.6
Maruti Wagon R,Maruti,Wagon R,3,47000,Individual,Petrol,Automatic,20.51,998,67.0,5,415000,12.936036208848487,8.829787234042554,199.6
Renault Duster,Renault,Duster,7,150000,Individual,Diesel,Manual,19.01,1461,108.45,5,485000,13.091906231773164,3.2333333333333334,292.2
Maruti Ertiga,Maruti,Ertiga,3,50000,Individual,Petrol,Manual,17.5,1373,91.1,7,760000,13.541075028051122,15.2,196.14285714285714
Maruti Swift Dzire,Maruti,Swift Dzire,3,60000,Individual,Petrol,Manual,19.95,1197,81.8,5,400000,12.899222326086994,6.666666666666667,239.4
Hyundai Grand,Hyundai,Grand,5,51000,Dealer,Petrol,Manual,18.9,1197,82.0,5,530000,13.180634172318978,10.392156862745098,239.4
Hyundai i20,Hyundai,i20,7,40000,Dealer,Petrol,Manual,17.0,1197,80.0,5,475000,13.07107218827772,11.875,239.4
Volkswagen Polo,Volkswagen,Polo,9,60000,Dealer,Diesel,Manual,22.07,1199,73.9,5,260000,12.468440756144114,4.333333333333333,239.8
Honda City,Honda,City,11,34178,Dealer,Petrol,Manual,17.0,1497,118.0,5,430000,12.971542813248437,12.581192580022236,299.4
Maruti Swift,Maruti,Swift,13,93000,Dealer,Petrol,Manual,16.1,1298,88.2,5,165000,12.013706813470414,1.7741935483870968,259.6
Maruti Swift Dzire,Maruti,Swift Dzire,4,27000,Dealer,Diesel,Manual,28.4,1248,74.02,5,875000,13.681980308196241,32.407407407407405,249.6
Hyundai i20,Hyundai,i20,6,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,525000,13.171155446333852,15.0,239.4
Maruti Swift Dzire,Maruti,Swift Dzire,8,72647,Dealer,Petrol,Manual,19.1,1197,85.8,5,500000,13.122365377402328,6.882596666070175,239.4
Renault KWID,Renault,KWID,5,30000,Dealer,Petrol,Manual,22.3,799,53.26,5,375000,12.834683971615659,12.5,159.8
Honda Civic,Honda,Civic,13,66000,Dealer,Petrol,Manual,14.8,1799,130.2,5,414000,12.933623668263472,6.2727272727272725,359.8
Hyundai i10,Hyundai,i10,6,5000,Individual,Petrol,Manual,20.36,1197,78.9,5,400000,12.899222326086994,80.0,239.4
Ford Ecosport,Ford,Ecosport,5,37000,Individual,Diesel,Manual,22.77,1498,98.59,5,850000,13.652992804936396,22.972972972972972,299.6
Maruti Swift,Maruti,Swift,4,47050,Dealer,Petrol,Manual,21.21,1197,81.8,5,530000,13.180634172318978,11.26461211477152,239.4
Datsun redi-GO,Datsun,redi-GO,5,7001,Dealer,Petrol,Manual,21.7,999,67.05,5,325000,12.691583538230217,46.42193972289673,199.8
Maruti Celerio,Maruti,Celerio,7,50000,Dealer,Petrol,Automatic,23.1,998,67.04,5,440000,12.994532278619134,8.8,199.6
Ford Figo,Ford,Figo,8,45000,Dealer,Diesel,Manual,20.0,1399,68.1,5,375000,12.834683971615659,8.333333333333334,279.8
Toyota Fortuner,Toyota,Fortuner,8,127000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1450000,14.187074804051692,11.417322834645669,426.0
Maruti Wagon R,Maruti,Wagon R,5,53000,Dealer,CNG,Manual,33.54,998,67.04,5,380000,12.847929163278053,7.169811320754717,199.6
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,13,57000,Dealer,Petrol,Automatic,11.74,1796,186.0,5,895000,13.704580114574805,15.701754385964913,359.2
Hyundai Santro,Hyundai,Santro,10,65000,Individual,Petrol,Manual,17.92,1086,62.1,5,310000,12.644330802262578,4.769230769230769,217.2
Hyundai Santro,Hyundai,Santro,8,64000,Dealer,Petrol,Manual,17.92,1086,62.1,5,240000,12.388398368982115,3.75,217.2
Maruti S-Presso,Maruti,S-Presso,1,1200,Individual,Petrol,Manual,21.7,998,67.0,5,500000,13.122365377402328,416.6666666666667,199.6
Toyota Innova,Toyota,Innova,12,214000,Dealer,Diesel,Manual,12.99,2494,100.6,7,525000,13.171155446333852,2.453271028037383,356.2857142857143
Honda Amaze,Honda,Amaze,7,35000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,425000,12.959846800844963,12.142857142857142,239.6
Volkswagen Vento,Volkswagen,Vento,6,38000,Dealer,Petrol,Automatic,16.93,1197,103.2,5,545000,13.208542908506082,14.342105263157896,239.4
Honda Civic,Honda,Civic,12,101689,Dealer,Petrol,Manual,13.5,1799,130.0,5,465000,13.049794835104816,4.572765982554652,359.8
Toyota Innova,Toyota,Innova,10,132734,Dealer,Diesel,Manual,12.8,2494,102.0,8,955000,13.769467666582738,7.194840809438426,311.75
Maruti Swift Dzire,Maruti,Swift Dzire,5,28117,Individual,Petrol,Manual,20.85,1197,83.14,5,615000,13.329379172803593,21.872888288224207,239.4
Maruti Swift Dzire,Maruti,Swift Dzire,8,56000,Dealer,Diesel,Manual,23.4,1248,74.0,5,359000,12.791080452981857,6.410714285714286,249.6
Maruti Baleno,Maruti,Baleno,3,70000,Individual,Diesel,Manual,27.39,1248,74.0,5,600000,13.304686600863562,8.571428571428571,249.6
Datsun GO,Datsun,GO,5,120000,Individual,Petrol,Manual,20.62,1198,67.0,7,200000,12.206077645517674,1.6666666666666667,171.14285714285714
Maruti Baleno,Maruti,Baleno,2,40000,Individual,Petrol,Manual,21.4,1197,83.1,5,525000,13.171155446333852,13.125,239.4
Maruti Swift,Maruti,Swift,7,50000,Individual,Petrol,Manual,18.6,1197,85.8,5,450000,13.017005083966255,9.0,239.4
Toyota Innova,Toyota,Innova,6,65000,Dealer,Diesel,Manual,12.99,2494,100.6,7,850000,13.652992804936396,13.076923076923077,356.2857142857143
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,145000,11.884495917930655,2.9,199.6
Honda City,Honda,City,8,57000,Dealer,Petrol,Manual,17.0,1497,118.0,5,590000,13.28787951079572,10.350877192982455,299.4
Maruti Wagon R,Maruti,Wagon R,8,140000,Individual,CNG,Manual,26.6,998,58.16,5,275000,12.524530013005734,1.9642857142857142,199.6
Maruti Alto,Maruti,Alto,5,60000,Individual,Petrol,Manual,23.95,998,67.05,5,280000,12.54254845357358,4.666666666666667,199.6
Hyundai Verna,Hyundai,Verna,7,30666,Dealer,Diesel,Manual,22.32,1582,126.3,5,565000,13.244582780038517,18.424313572034176,316.4
Skoda Superb,Skoda,Superb,9,80000,Dealer,Petrol,Manual,13.14,1798,160.0,5,395000,12.886643575525625,4.9375,359.6
Skoda Rapid,Skoda,Rapid,5,39000,Dealer,Petrol,Automatic,14.3,1598,103.52,5,625000,13.345508528717259,16.025641025641026,319.6
Hyundai Verna,Hyundai,Verna,9,44906,Individual,Petrol,Manual,17.01,1591,121.3,5,580000,13.270785106659046,12.915868703514008,318.2
Maruti Swift Dzire,Maruti,Swift Dzire,8,45000,Individual,Diesel,Manual,23.4,1248,74.0,5,374000,12.832013750189885,8.311111111111112,249.6
Mahindra Bolero,Mahindra,Bolero,5,60240,Dealer,Diesel,Manual,15.96,2523,62.1,7,665000,13.407543823396258,11.039176626826029,360.42857142857144
Maruti Swift Dzire,Maruti,Swift Dzire,10,90000,Individual,Diesel,Manual,19.3,1248,73.9,5,250000,12.429220196836383,2.7777777777777777,249.6
Hyundai i10,Hyundai,i10,13,124000,Individual,Petrol,Manual,19.81,1086,68.05,5,150000,11.918397239722838,1.2096774193548387,217.2
Mahindra Bolero,Mahindra,Bolero,9,100000,Individual,Diesel,Manual,15.96,2523,62.1,7,400000,12.899222326086994,4.0,360.42857142857144
Maruti Vitara,Maruti,Vitara,3,35000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,975000,13.790193775620484,27.857142857142858,249.6
Honda WR-V,Honda,WR-V,3,40000,Individual,Petrol,Manual,17.5,1199,88.7,5,700000,13.45883704259595,17.5,239.8
Honda City,Honda,City,6,75000,Individual,Diesel,Manual,26.0,1498,98.6,5,550000,13.217675375388819,7.333333333333333,299.6
Hyundai Grand,Hyundai,Grand,5,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,420000,12.948012371209098,12.0,239.4
Volkswagen Vento,Volkswagen,Vento,10,110000,Individual,Petrol,Manual,15.8,1598,105.0,5,250000,12.429220196836383,2.272727272727273,319.6
Maruti Swift,Maruti,Swift,4,37000,Dealer,Petrol,Manual,20.4,1197,81.8,5,565000,13.244582780038517,15.27027027027027,239.4
Renault KWID,Renault,KWID,5,14000,Dealer,Petrol,Manual,22.3,799,53.26,5,370000,12.821260987319457,26.428571428571427,159.8
Mahindra Bolero,Mahindra,Bolero,4,80000,Individual,Diesel,Manual,16.5,1493,70.0,7,750000,13.527829818844937,9.375,213.28571428571428
Hyundai i10,Hyundai,i10,7,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,276000,12.52815976788113,4.6,239.4
Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,21.4,1197,83.1,5,725000,13.493928313146206,27.884615384615383,239.4
Maruti Wagon R,Maruti,Wagon R,8,69000,Dealer,CNG,Manual,26.2,998,58.2,5,290000,12.577639650232573,4.202898550724638,199.6
Toyota Innova,Toyota,Innova,8,120000,Individual,Diesel,Manual,12.99,2494,100.6,8,955000,13.769467666582738,7.958333333333333,311.75
Datsun RediGO,Datsun,RediGO,2,20000,Individual,Petrol,Automatic,22.5,999,67.0,5,270000,12.506180941677357,13.5,199.8
Hyundai Grand,Hyundai,Grand,6,10000,Individual,Petrol,Manual,18.9,1197,82.0,5,450000,13.017005083966255,45.0,239.4
Volkswagen Polo,Volkswagen,Polo,3,18000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,865000,13.670485941982712,48.05555555555556,239.4
Ford Ecosport,Ford,Ecosport,2,14000,Dealer,Diesel,Manual,23.0,1498,98.96,5,1245000,14.034646891093473,88.92857142857143,299.6
Maruti Alto,Maruti,Alto,10,7000,Individual,Petrol,Manual,19.7,796,46.3,5,150000,11.918397239722838,21.428571428571427,159.2
Hyundai Grand,Hyundai,Grand,3,25000,Individual,Petrol,Automatic,18.9,1197,81.86,5,480000,13.081543466215237,19.2,239.4
Hyundai Verna,Hyundai,Verna,6,60000,Dealer,Petrol,Manual,17.43,1396,105.5,5,570000,13.25339339419516,9.5,279.2
Volkswagen Polo,Volkswagen,Polo,2,23368,Dealer,Diesel,Manual,20.14,1498,88.5,5,810000,13.60479076121576,34.66278671687778,299.6
Hyundai Verna,Hyundai,Verna,6,30000,Dealer,Petrol,Manual,17.1,1591,121.3,5,635000,13.361381852676738,21.166666666666668,318.2
Hyundai i20,Hyundai,i20,3,39000,Dealer,Petrol,Manual,18.6,1197,81.83,5,795000,13.586098651497313,20.384615384615383,239.4
Honda City,Honda,City,5,50000,Dealer,Diesel,Manual,26.0,1498,98.6,5,660000,13.399996629152975,13.2,299.6
Honda City,Honda,City,9,64498,Dealer,Petrol,Automatic,15.6,1497,116.3,5,450000,13.017005083966255,6.9769605259077805,299.4
Maruti Baleno,Maruti,Baleno,4,52000,Dealer,Diesel,Manual,27.39,1248,74.0,5,575000,13.26212705890841,11.057692307692308,249.6
Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,260000,12.468440756144114,5.2,199.6
Ford Figo,Ford,Figo,11,80000,Individual,Petrol,Manual,15.6,1196,70.0,5,250000,12.429220196836383,3.125,239.2
Volkswagen Polo,Volkswagen,Polo,6,32000,Dealer,Petrol,Manual,16.2,1199,74.0,5,615000,13.329379172803593,19.21875,239.8
Hyundai Grand,Hyundai,Grand,4,19744,Dealer,Diesel,Manual,24.0,1186,73.97,5,540000,13.199326270390594,27.350081037277146,237.2
Maruti Eeco,Maruti,Eeco,4,19955,Dealer,Petrol,Manual,15.37,1196,73.0,5,390000,12.873904582205107,19.54397394136808,239.2
Maruti Swift,Maruti,Swift,1,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,610000,13.321215875492413,122.0,239.4
Honda WR-V,Honda,WR-V,4,34052,Dealer,Diesel,Manual,25.5,1498,98.6,5,1005000,13.820499094499693,29.513684952425702,299.6
Ford Figo,Ford,Figo,10,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000,12.429220196836383,2.272727272727273,279.8
Hyundai Verna,Hyundai,Verna,7,43000,Individual,Petrol,Manual,17.43,1396,105.5,5,600000,13.304686600863562,13.953488372093023,279.2
Volkswagen Polo,Volkswagen,Polo,5,29000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,665000,13.407543823396258,22.93103448275862,239.4
Maruti Baleno,Maruti,Baleno,5,34114,Dealer,Petrol,Manual,21.01,1197,81.8,5,639000,13.367661298303675,18.731312657559947,239.4
Hyundai Grand,Hyundai,Grand,7,34400,Dealer,Petrol,Automatic,18.9,1197,82.0,5,515000,13.151924121391561,14.970930232558139,239.4
Maruti Wagon R,Maruti,Wagon R,5,45800,Dealer,Petrol,Automatic,21.79,998,67.05,5,455000,13.02805489573287,9.934497816593886,199.6
Maruti Vitara,Maruti,Vitara,2,26000,Dealer,Diesel,Manual,24.3,1248,88.5,5,875000,13.681980308196241,33.65384615384615,249.6
Maruti Ertiga,Maruti,Ertiga,3,12998,Dealer,Petrol,Manual,17.5,1373,91.1,7,899000,13.70903942580019,69.16448684412987,196.14285714285714
Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,17.5,1298,85.8,5,240000,12.388398368982115,3.4285714285714284,259.6
Hyundai i10,Hyundai,i10,10,45854,Dealer,Petrol,Automatic,16.95,1197,78.9,5,330000,12.706850963741102,7.196754917782527,239.4
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,56000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1235000,14.026582337760486,22.053571428571427,428.6
Maruti Swift Dzire,Maruti,Swift Dzire,10,86000,Individual,Diesel,Manual,19.3,1248,73.9,5,420000,12.948012371209098,4.883720930232558,249.6
Maruti Ciaz,Maruti,Ciaz,4,55000,Dealer,Diesel,Manual,26.21,1248,88.5,5,675000,13.42246945133505,12.272727272727273,249.6
Honda City,Honda,City,5,19117,Dealer,Petrol,Manual,17.4,1497,117.3,5,765000,13.547632419997361,40.01673902809018,299.4
Maruti Ertiga,Maruti,Ertiga,5,37000,Individual,Diesel,Manual,24.52,1248,88.5,7,810000,13.60479076121576,21.89189189189189,178.28571428571428
Hyundai Creta,Hyundai,Creta,4,35000,Individual,Diesel,Manual,21.38,1396,88.7,5,890000,13.698977865303197,25.428571428571427,279.2
Maruti Swift,Maruti,Swift,5,47350,Individual,Diesel,Manual,25.2,1248,74.0,5,640000,13.369225017834633,13.51636747624076,249.6
Maruti Vitara,Maruti,Vitara,4,44000,Dealer,Diesel,Manual,24.3,1248,88.5,5,950000,13.76421831620775,21.59090909090909,249.6
Hyundai Santro,Hyundai,Santro,2,10000,Individual,Petrol,Manual,20.3,1086,68.0,5,450000,13.017005083966255,45.0,217.2
Maruti Swift,Maruti,Swift,6,70000,Individual,Diesel,Manual,28.4,1248,74.0,5,500000,13.122365377402328,7.142857142857143,249.6
Hyundai i20,Hyundai,i20,3,5436,Dealer,Petrol,Manual,18.6,1197,81.83,5,875000,13.681980308196241,160.96394407652687,239.4
Mahindra Scorpio,Mahindra,Scorpio,2,30000,Dealer,Diesel,Manual,16.36,2179,120.0,7,1300000,14.077875591662238,43.333333333333336,311.2857142857143
Maruti Alto,Maruti,Alto,5,25000,Individual,Petrol,Manual,22.74,796,47.3,5,290000,12.577639650232573,11.6,159.2
Honda City,Honda,City,7,100000,Individual,Diesel,Manual,26.0,1498,98.6,5,550000,13.217675375388819,5.5,299.6
Renault Duster,Renault,Duster,2,7131,Dealer,Petrol,Automatic,14.99,1498,104.5,5,1099000,13.909912143303451,154.11583228158744,299.6
Maruti Dzire VXI,Maruti,Dzire VXI,4,30500,Dealer,Petrol,Automatic,24.12,1197,88.5,5,675000,13.42246945133505,22.131147540983605,239.4
Hyundai i20,Hyundai,i20,3,20000,Dealer,Petrol,Automatic,17.4,1197,81.86,5,795000,13.586098651497313,39.75,239.4
Maruti Alto,Maruti,Alto,6,15000,Individual,Petrol,Manual,22.74,796,47.3,5,295000,12.59473402514672,19.666666666666668,159.2
Honda Amaze,Honda,Amaze,6,63000,Dealer,Diesel,Manual,25.8,1498,98.6,5,455000,13.02805489573287,7.222222222222222,299.6
Datsun RediGO,Datsun,RediGO,4,40000,Individual,Petrol,Manual,22.7,799,53.64,5,280000,12.54254845357358,7.0,159.8
Ford Figo,Ford,Figo,5,30000,Individual,Petrol,Manual,18.16,1196,86.8,5,550000,13.217675375388819,18.333333333333332,239.2
Maruti Ciaz,Maruti,Ciaz,5,35000,Individual,Diesel,Manual,28.09,1248,88.5,5,750000,13.527829818844937,21.428571428571427,249.6
Hyundai Santro,Hyundai,Santro,2,6932,Dealer,Petrol,Automatic,20.3,1086,68.07,5,650000,13.384729180332174,93.76803231390652,217.2
Honda Jazz,Honda,Jazz,12,53000,Dealer,Petrol,Manual,16.0,1198,90.0,5,225000,12.323860125621126,4.245283018867925,239.6
Maruti Alto,Maruti,Alto,8,50000,Individual,Petrol,Manual,20.92,998,67.1,5,210000,12.25486757159303,4.2,199.6
Maruti Baleno,Maruti,Baleno,5,38953,Dealer,Petrol,Manual,21.01,1197,81.8,5,611000,13.322853874813605,15.685569789233178,239.4
Honda Amaze,Honda,Amaze,3,17362,Dealer,Petrol,Manual,18.6,1199,88.76,5,825000,13.623139877437296,47.51756710056445,239.8
Hyundai Verna,Hyundai,Verna,6,56000,Dealer,Diesel,Manual,23.9,1582,126.2,5,585000,13.279368835614243,10.446428571428571,316.4
Volkswagen Vento,Volkswagen,Vento,9,98078,Dealer,Diesel,Manual,20.54,1598,103.6,5,451000,13.019224835777257,4.598380880523665,319.6
Volkswagen Polo,Volkswagen,Polo,6,7000,Dealer,Petrol,Manual,16.2,1199,74.0,5,615000,13.329379172803593,87.85714285714286,239.8
Hyundai i10,Hyundai,i10,10,68000,Dealer,Petrol,Manual,20.36,1197,78.9,5,286000,12.563750586299374,4.205882352941177,239.4
Maruti Swift,Maruti,Swift,8,130000,Individual,Diesel,Manual,22.9,1248,74.0,5,420000,12.948012371209098,3.230769230769231,249.6
Ford Figo,Ford,Figo,7,105000,Individual,Petrol,Manual,15.6,1196,70.02,5,285000,12.560247968016562,2.7142857142857144,239.2
Renault KWID,Renault,KWID,4,8905,Dealer,Petrol,Manual,25.17,799,53.3,5,349000,12.762830066509972,39.191465468837734,159.8
Ford Figo,Ford,Figo,4,80000,Individual,Diesel,Manual,25.83,1498,99.0,5,520000,13.161586013632684,6.5,299.6
Toyota Innova,Toyota,Innova,12,180000,Individual,Diesel,Manual,12.8,2494,102.0,7,430000,12.971542813248437,2.388888888888889,356.2857142857143
Volkswagen Vento,Volkswagen,Vento,8,40000,Dealer,Petrol,Manual,15.04,1598,103.6,5,385000,12.861001210669146,9.625,319.6
Honda City,Honda,City,11,54000,Dealer,Petrol,Manual,17.4,1497,117.3,5,375000,12.834683971615659,6.944444444444445,299.4
Maruti Swift,Maruti,Swift,7,98145,Dealer,Petrol,Manual,18.6,1197,85.8,5,380000,12.847929163278053,3.871822303734271,239.4
Maruti Ertiga,Maruti,Ertiga,9,50000,Individual,Diesel,Manual,20.77,1248,88.76,7,600000,13.304686600863562,12.0,178.28571428571428
Hyundai i20,Hyundai,i20,3,40000,Individual,Diesel,Manual,22.54,1396,88.73,5,620000,13.3374763699232,15.5,279.2
Maruti Wagon R,Maruti,Wagon R,7,71000,Dealer,CNG,Manual,26.2,998,58.2,5,370000,12.821260987319457,5.211267605633803,199.6
Datsun RediGO,Datsun,RediGO,4,15000,Individual,Petrol,Manual,22.7,799,53.64,5,250000,12.429220196836383,16.666666666666668,159.8
Maruti Swift,Maruti,Swift,9,80000,Individual,Diesel,Manual,22.9,1248,74.0,5,485000,13.091906231773164,6.0625,249.6
